Capability Name,Process,Process Description,Sub Process,Sub-Process Description,Data Entity,Data Entity Description,Data Element,Data Element Description,Organization Units,Applications
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Macro Economic Research,"Systematic analysis of growth, inflation, rates, FX, policy, and systemic risk to establish top-down views that inform cross-asset positioning and theme formulation.",Macro View Note,Governance-grade narrative of macro outlook.,View Summary,Concise thesis linking indicators to asset pricing.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Bloomberg Terminal, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Macro Economic Research,"Systematic analysis of growth, inflation, rates, FX, policy, and systemic risk to establish top-down views that inform cross-asset positioning and theme formulation.",Macro View Note,Governance-grade narrative of macro outlook.,Confidence Level,Qualitative conviction (Low/Medium/High).,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Bloomberg Terminal, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Market Theme Identification,"Translation of macro views into investable themes with catalysts, KPIs, risk-reward framing, and preferred instruments across asset classes.",Investment Theme,"Named, time-bound thematic thesis.",Theme Name,"Standard label (e.g., ?Quality Growth?, ?Higher-for-Longer Rates?).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",S&P Capital IQ
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Market Theme Identification,"Translation of macro views into investable themes with catalysts, KPIs, risk-reward framing, and preferred instruments across asset classes.",Investment Theme,"Named, time-bound thematic thesis.",Effective Period,Start/End dates for theme validity.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",S&P Capital IQ
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Market Theme Identification,"Translation of macro views into investable themes with catalysts, KPIs, risk-reward framing, and preferred instruments across asset classes.",Investment Theme,"Named, time-bound thematic thesis.",Primary Catalyst,Economic/policy/industry triggers supporting the theme.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",S&P Capital IQ
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Market Theme Identification,"Translation of macro views into investable themes with catalysts, KPIs, risk-reward framing, and preferred instruments across asset classes.",Theme KPI Set,Metrics to validate theme progression.,KPI Name,"Indicator associated with theme (e.g., earnings revisions breadth).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",S&P Capital IQ
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Market Theme Identification,"Translation of macro views into investable themes with catalysts, KPIs, risk-reward framing, and preferred instruments across asset classes.",Theme KPI Set,Metrics to validate theme progression.,KPI Threshold,Level indicating validation/invalidation.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",S&P Capital IQ
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Market Theme Identification,"Translation of macro views into investable themes with catalysts, KPIs, risk-reward framing, and preferred instruments across asset classes.",Theme Implementation Map,Mapping to investable exposures.,Asset Class Alignment,"Equity, Fixed Income, FX, Commodities, Alternatives.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",S&P Capital IQ
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Market Theme Identification,"Translation of macro views into investable themes with catalysts, KPIs, risk-reward framing, and preferred instruments across asset classes.",Theme Implementation Map,Mapping to investable exposures.,Preferred Instruments,"ETFs, futures, swaps, single names.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors",S&P Capital IQ
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Sector & Industry Research,"Top-down and bottom-up appraisal of sector structure, regulation, competitive dynamics, supply-demand, margin resilience, and capital intensity to guide sector weights and stock selection.",Sector Dossier,Comprehensive research record per sector/industry.,Sector/Industry Name,Standard taxonomy (GICS/ICB classification).,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Morningstar Direct, Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Sector & Industry Research,"Top-down and bottom-up appraisal of sector structure, regulation, competitive dynamics, supply-demand, margin resilience, and capital intensity to guide sector weights and stock selection.",Sector Dossier,Comprehensive research record per sector/industry.,Structural Drivers,"Long-term forces (technology, demographics, regulation).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Morningstar Direct, Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Sector & Industry Research,"Top-down and bottom-up appraisal of sector structure, regulation, competitive dynamics, supply-demand, margin resilience, and capital intensity to guide sector weights and stock selection.",Sector Dossier,Comprehensive research record per sector/industry.,Cyclicality Rating,Defensive/Cyclical/Secular Growth.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Morningstar Direct, Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Sector & Industry Research,"Top-down and bottom-up appraisal of sector structure, regulation, competitive dynamics, supply-demand, margin resilience, and capital intensity to guide sector weights and stock selection.",Competitive Landscape,Market structure and pricing power assessment.,Concentration Metric,HHI or top-5 market share.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Morningstar Direct, Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Sector & Industry Research,"Top-down and bottom-up appraisal of sector structure, regulation, competitive dynamics, supply-demand, margin resilience, and capital intensity to guide sector weights and stock selection.",Competitive Landscape,Market structure and pricing power assessment.,Pricing Power Score,Ability to sustain margins through price.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Morningstar Direct, Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Sector & Industry Research,"Top-down and bottom-up appraisal of sector structure, regulation, competitive dynamics, supply-demand, margin resilience, and capital intensity to guide sector weights and stock selection.",Sector KPI Dashboard,Benchmark metrics for sector health.,Margin Profile,EBIT/EBITDA margins and trends.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Morningstar Direct, Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Sector & Industry Research,"Top-down and bottom-up appraisal of sector structure, regulation, competitive dynamics, supply-demand, margin resilience, and capital intensity to guide sector weights and stock selection.",Sector KPI Dashboard,Benchmark metrics for sector health.,Capital Intensity,"Capex-to-sales, asset turnover.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Morningstar Direct, Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Security Fundamental Analysis,"Deep issuer-level analysis of business model quality, governance, financial strength, cash generation, and strategic positioning to assess intrinsic attractiveness and risks.",Company Profile,Canonical issuer record and attributes.,Issuer Identifier,"ISIN, Ticker, Legal Entity Name.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet, Bloomberg Terminal, S&P Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Security Fundamental Analysis,"Deep issuer-level analysis of business model quality, governance, financial strength, cash generation, and strategic positioning to assess intrinsic attractiveness and risks.",Company Profile,Canonical issuer record and attributes.,Business Model Summary,"Products/services, revenue model, differentiation.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet, Bloomberg Terminal, S&P Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Security Fundamental Analysis,"Deep issuer-level analysis of business model quality, governance, financial strength, cash generation, and strategic positioning to assess intrinsic attractiveness and risks.",Financial Statement Suite,Standardized financials for analysis.,Revenue Growth,Historical and forecast CAGR.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet, Bloomberg Terminal, S&P Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Security Fundamental Analysis,"Deep issuer-level analysis of business model quality, governance, financial strength, cash generation, and strategic positioning to assess intrinsic attractiveness and risks.",Financial Statement Suite,Standardized financials for analysis.,Margin Metrics,Gross/EBITDA/EBIT margins with drivers.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet, Bloomberg Terminal, S&P Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Security Fundamental Analysis,"Deep issuer-level analysis of business model quality, governance, financial strength, cash generation, and strategic positioning to assess intrinsic attractiveness and risks.",Financial Statement Suite,Standardized financials for analysis.,Leverage & Coverage,"Net Debt/EBITDA, Interest Coverage.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet, Bloomberg Terminal, S&P Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Security Fundamental Analysis,"Deep issuer-level analysis of business model quality, governance, financial strength, cash generation, and strategic positioning to assess intrinsic attractiveness and risks.",Governance & ESG,Assessment of governance and material ESG risks/opportunities.,Governance Score,"Internal composite score (board independence, audit quality).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet, Bloomberg Terminal, S&P Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Security Fundamental Analysis,"Deep issuer-level analysis of business model quality, governance, financial strength, cash generation, and strategic positioning to assess intrinsic attractiveness and risks.",Governance & ESG,Assessment of governance and material ESG risks/opportunities.,ESG Materiality Map,Identification of financially material ESG issues.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet, Bloomberg Terminal, S&P Capital IQ"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Valuation Model Development,"Construction, calibration, and validation of valuation frameworks (DCF, DDM, residual income, comparables, SOTP), with assumptions, sensitivities, and scenario analysis to derive fair value ranges.",Valuation Model,Version-controlled workbook/model.,Model Type,"DCF, DDM, RI, Multiples, SOTP.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Excel models, Bloomberg, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Valuation Model Development,"Construction, calibration, and validation of valuation frameworks (DCF, DDM, residual income, comparables, SOTP), with assumptions, sensitivities, and scenario analysis to derive fair value ranges.",Valuation Model,Version-controlled workbook/model.,Discount Rate (WACC),Weighted average cost of capital.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Excel models, Bloomberg, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Valuation Model Development,"Construction, calibration, and validation of valuation frameworks (DCF, DDM, residual income, comparables, SOTP), with assumptions, sensitivities, and scenario analysis to derive fair value ranges.",Valuation Model,Version-controlled workbook/model.,Terminal Growth Rate,Long-run growth assumption for terminal value.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Excel models, Bloomberg, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Valuation Model Development,"Construction, calibration, and validation of valuation frameworks (DCF, DDM, residual income, comparables, SOTP), with assumptions, sensitivities, and scenario analysis to derive fair value ranges.",Valuation Model,Version-controlled workbook/model.,Key Multiples,"EV/EBITDA, P/E, P/B, PEG.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Excel models, Bloomberg, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Valuation Model Development,"Construction, calibration, and validation of valuation frameworks (DCF, DDM, residual income, comparables, SOTP), with assumptions, sensitivities, and scenario analysis to derive fair value ranges.",Scenario & Sensitivity Set,Structured shocks to key drivers.,Sensitivity Variables,"Rates, growth, margins, FX, capex, tax rate.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Excel models, Bloomberg, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Valuation Model Development,"Construction, calibration, and validation of valuation frameworks (DCF, DDM, residual income, comparables, SOTP), with assumptions, sensitivities, and scenario analysis to derive fair value ranges.",Scenario & Sensitivity Set,Structured shocks to key drivers.,Scenario Labels,Base/Bull/Bear/Stress.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Excel models, Bloomberg, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Valuation Model Development,"Construction, calibration, and validation of valuation frameworks (DCF, DDM, residual income, comparables, SOTP), with assumptions, sensitivities, and scenario analysis to derive fair value ranges.",Valuation Output,Decision-useful outputs.,Fair Value,Point estimate of intrinsic value.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Excel models, Bloomberg, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Valuation Model Development,"Construction, calibration, and validation of valuation frameworks (DCF, DDM, residual income, comparables, SOTP), with assumptions, sensitivities, and scenario analysis to derive fair value ranges.",Valuation Output,Decision-useful outputs.,Valuation Range,Confidence interval based on scenarios.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","Excel models, Bloomberg, FactSet"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Earnings & Cash Flow Forecasting,"Forward estimates of revenue, margins, EPS, and free cash flow based on operational drivers and capital allocation, supporting valuation and risk-adjusted decisioning.",Forecast Package,Structured forward projections.,Forecast Horizon,"Periods covered (e.g., 8 quarters, 3 years).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet Financial Analytics, Bloomberg ESP"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Earnings & Cash Flow Forecasting,"Forward estimates of revenue, margins, EPS, and free cash flow based on operational drivers and capital allocation, supporting valuation and risk-adjusted decisioning.",Forecast Package,Structured forward projections.,Revenue Drivers,"Volume, price, mix, geography, segment.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet Financial Analytics, Bloomberg ESP"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Earnings & Cash Flow Forecasting,"Forward estimates of revenue, margins, EPS, and free cash flow based on operational drivers and capital allocation, supporting valuation and risk-adjusted decisioning.",Forecast Package,Structured forward projections.,Cost Assumptions,"COGS, opex, FX, input costs.","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet Financial Analytics, Bloomberg ESP"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Earnings & Cash Flow Forecasting,"Forward estimates of revenue, margins, EPS, and free cash flow based on operational drivers and capital allocation, supporting valuation and risk-adjusted decisioning.",Forecast Package,Structured forward projections.,EPS / FCF Forecasts,Period-level earnings and cash flow.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet Financial Analytics, Bloomberg ESP"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Earnings & Cash Flow Forecasting,"Forward estimates of revenue, margins, EPS, and free cash flow based on operational drivers and capital allocation, supporting valuation and risk-adjusted decisioning.",Revision Log,Change tracking for forecasts.,Revision Date,Date of update.,"Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet Financial Analytics, Bloomberg ESP"
Fund Performance,Research and Idea Generation,"The structured, governance-backed workflow that transforms macroeconomic insights and sector research into investable ideas, validated through fundamental analysis, valuation modeling, forecasting, risk assessment, and formal approval. It ensures traceability from thesis to execution and alignment with mandate, benchmark, and risk controls.",Earnings & Cash Flow Forecasting,"Forward estimates of revenue, margins, EPS, and free cash flow based on operational drivers and capital allocation, supporting valuation and risk-adjusted decisioning.",Revision Log,Change tracking for forecasts.,Revision Rationale,"Reason (results, guidance, macro shift).","Investment Strategy Team, Portfolio Management Team, Risk Management Team, Compliance Department, Research Department, Trading Desk, Middle Office, Operations/Settlement Department, Fund Accounting and Valuation Team, Client Reporting & Investor Relations, Investment Committee, Board of Directors","FactSet Financial Analytics, Bloomberg ESP"
